Front_HalfShaft Trq [Nm]	Rear_HalfShaft_Trq [Nm]
2141.050202	2141.050202
2137.059659	2137.059659
2131.174296	2131.174296
2130.292472	2130.292472
2134.257766	2134.257766
2152.665423	2152.665423
2163.738164	2163.738164
2169.749326	2169.749326
2171.071417	2171.071417
2169.655811	2169.655811
2167.599018	2167.599018
2163.624223	2163.624223
2160.409977	2160.409977
2161.638876	2161.638876
2166.778878	2166.778878
2170.643224	2170.643224
2172.679727	2172.679727
2178.178045	2178.178045
2182.646567	2182.646567
2179.369485	2179.369485
2169.709133	2169.709133
2163.20491	2163.20491
2162.692372	2162.692372
2170.495303	2170.495303
2178.437354	2178.437354
2181.177128	2181.177128
2184.581898	2184.581898
2190.533668	2190.533668
2200.901028	2200.901028
2215.43258	2215.43258
2227.982248	2227.982248
2240.484936	2240.484936
2259.413075	2259.413075
2282.645763	2282.645763
2303.621693	2303.621693
2319.295726	2319.295726
2332.750174	2332.750174
2353.280443	2353.280443
2372.843893	2372.843893
2388.352642	2388.352642
2402.277233	2402.277233
2411.029285	2411.029285
2424.603454	2424.603454
2446.178581	2446.178581
2464.426423	2464.426423
2471.859556	2471.859556
2469.526569	2469.526569
2461.363308	2461.363308
2450.940586	2450.940586
2442.840406	2442.840406
2440.593081	2440.593081
2442.410209	2442.410209
2447.60268	2447.60268
2457.745145	2457.745145
2475.755936	2475.755936
2494.631655	2494.631655
2514.485704	2514.485704
2533.046433	2533.046433
2546.826835	2546.826835
2558.878732	2558.878732
2570.700908	2570.700908
2584.942196	2584.942196
2596.715294	2596.715294
2603.606209	2603.606209
2611.500727	2611.500727
2624.081022	2624.081022
2638.290133	2638.290133
2645.059027	2645.059027
2639.310503	2639.310503
2630.672215	2630.672215
2616.569798	2616.569798
2594.24993	2594.24993
2573.475433	2573.475433
2549.84446	2549.84446
2528.120995	2528.120995
2511.967376	2511.967376
2494.664134	2494.664134
2473.787131	2473.787131
2450.097303	2450.097303
2425.50158	2425.50158
2401.345566	2401.345566
2377.91002	2377.91002
2353.73619	2353.73619
2325.5529	2325.5529
2297.188649	2297.188649
2269.851334	2269.851334
2246.049221	2246.049221
2221.020917	2221.020917
2196.606039	2196.606039
2171.376906	2171.376906
2147.31548	2147.31548
2123.310517	2123.310517
2095.653493	2095.653493
2074.824921	2074.824921
2055.824636	2055.824636
2034.872594	2034.872594
2018.130575	2018.130575
2008.038137	2008.038137
1999.885758	1999.885758
1988.275578	1988.275578
1973.574533	1973.574533
1959.155694	1959.155694
1941.660984	1941.660984
1917.205437	1917.205437
1889.225812	1889.225812
1859.954127	1859.954127
1835.124342	1835.124342
1819.403329	1819.403329
1810.481748	1810.481748
1802.482209	1802.482209
1790.122762	1790.122762
1768.864241	1768.864241
1745.775656	1745.775656
1725.115109	1725.115109
1707.713647	1707.713647
1688.63357	1688.63357
1668.573269	1668.573269
1644.942647	1644.942647
1618.118388	1618.118388
1593.201845	1593.201845
1575.383304	1575.383304
1564.379226	1564.379226
1549.538792	1549.538792
1533.165115	1533.165115
1520.692329	1520.692329
1510.683147	1510.683147
1499.032865	1499.032865
1480.384901	1480.384901
1458.461321	1458.461321
1436.988764	1436.988764
1422.682618	1422.682618
1410.515377	1410.515377
1400.029732	1400.029732
1395.12068	1395.12068
1390.554133	1390.554133
1386.406633	1386.406633
1384.063071	1384.063071
1374.642553	1374.642553
1352.802107	1352.802107
1327.722966	1327.722966
1308.070566	1308.070566
1295.845155	1295.845155
1286.186471	1286.186471
1275.559876	1275.559876
1268.210911	1268.210911
1263.672026	1263.672026
1255.353621	1255.353621
1237.942879	1237.942879
1224.199198	1224.199198
1221.21963	1221.21963
1227.376331	1227.376331
1238.631347	1238.631347
1252.923562	1252.923562
1260.730538	1260.730538
1266.553931	1266.553931
1279.513494	1279.513494
1295.431386	1295.431386
1312.62468	1312.62468
1324.527753	1324.527753
1330.629934	1330.629934
1334.164682	1334.164682
1337.557895	1337.557895
1345.647606	1345.647606
1353.04073	1353.04073
1364.692733	1364.692733
1374.347974	1374.347974
1389.81286	1389.81286
1408.09735	1408.09735
1422.735926	1422.735926
1428.836103	1428.836103
1430.384171	1430.384171
1437.657219	1437.657219
1447.153944	1447.153944
1458.16574	1458.16574
1473.873267	1473.873267
1488.441595	1488.441595
1500.379443	1500.379443
1509.848077	1509.848077
1513.298983	1513.298983
1513.625805	1513.625805
1516.735293	1516.735293
1525.818627	1525.818627
1540.649357	1540.649357
1558.399037	1558.399037
1576.126014	1576.126014
1592.973903	1592.973903
1612.420536	1612.420536
1632.89056	1632.89056
1652.183066	1652.183066
1665.282682	1665.282682
1680.954871	1680.954871
1700.433998	1700.433998
1721.852809	1721.852809
1737.345764	1737.345764
1756.386584	1756.386584
1785.880979	1785.880979
1809.121387	1809.121387
1828.140094	1828.140094
1847.715542	1847.715542
1866.786589	1866.786589
1887.348435	1887.348435
1910.278048	1910.278048
1936.072002	1936.072002
1960.742113	1960.742113
1980.025178	1980.025178
2000.136032	2000.136032
2027.593119	2027.593119
2057.933454	2057.933454
2086.444836	2086.444836
2115.217246	2115.217246
2143.89938	2143.89938
2168.215838	2168.215838
2188.553158	2188.553158
2211.583116	2211.583116
2234.48472	2234.48472
2260.590268	2260.590268
2288.272401	2288.272401
2308.616892	2308.616892
2328.999169	2328.999169
2356.487054	2356.487054
2389.341102	2389.341102
2423.00709	2423.00709
2449.552636	2449.552636
2462.373568	2462.373568
2465.765392	2465.765392
2469.380723	2469.380723
2480.060071	2480.060071
2489.816035	2489.816035
2513.628367	2513.628367
2538.013436	2538.013436
2553.249134	2553.249134
2567.871933	2567.871933
2579.278423	2579.278423
2590.418559	2590.418559
2598.496176	2598.496176
2611.477488	2611.477488
2631.063774	2631.063774
2644.901144	2644.901144
2653.309176	2653.309176
2659.266237	2659.266237
2666.406967	2666.406967
2674.443458	2674.443458
2688.192739	2688.192739
2706.95667	2706.95667
2720.29256	2720.29256
2736.831243	2736.831243
2752.159994	2752.159994
2766.640612	2766.640612
2781.084629	2781.084629
2793.725369	2793.725369
2804.534129	2804.534129
2817.031418	2817.031418
2832.524666	2832.524666
2842.077251	2842.077251
2847.717257	2847.717257
2856.796756	2856.796756
2873.172487	2873.172487
2880.882241	2880.882241
2884.305625	2884.305625
2879.668949	2879.668949
2870.582308	2870.582308
2859.515126	2859.515126
2848.102368	2848.102368
2838.666514	2838.666514
2832.846866	2832.846866
2827.846459	2827.846459
2817.221139	2817.221139
2803.678955	2803.678955
2791.769444	2791.769444
2776.672787	2776.672787
2759.086194	2759.086194
2740.551409	2740.551409
2717.396914	2717.396914
2695.856146	2695.856146
2677.552831	2677.552831
2662.675839	2662.675839
2649.052989	2649.052989
2633.497078	2633.497078
2623.017278	2623.017278
2616.896028	2616.896028
2602.486589	2602.486589
2580.623905	2580.623905
2559.634417	2559.634417
2539.654207	2539.654207
2522.674309	2522.674309
2513.87037	2513.87037
2508.473281	2508.473281
2498.928033	2498.928033
2476.327495	2476.327495
2446.429562	2446.429562
2414.296845	2414.296845
2389.488198	2389.488198
2371.443031	2371.443031
2355.832962	2355.832962
2336.895125	2336.895125
2319.152636	2319.152636
2300.993923	2300.993923
2278.539582	2278.539582
2253.741814	2253.741814
2229.724402	2229.724402
2207.444733	2207.444733
2183.194306	2183.194306
2162.186832	2162.186832
2161.137345	2161.137345
2163.045248	2163.045248
2155.588322	2155.588322
2137.409318	2137.409318
2114.70633	2114.70633
2087.821136	2087.821136
2076.021432	2076.021432
2077.880829	2077.880829
2088.472187	2088.472187
2088.36365	2088.36365
2081.74191	2081.74191
2078.836818	2078.836818
2076.397588	2076.397588
2073.484819	2073.484819
2070.671068	2070.671068
2066.978455	2066.978455
2059.438494	2059.438494
2049.528294	2049.528294
2042.852785	2042.852785
2038.29768	2038.29768
2043.44043	2043.44043
2055.560989	2055.560989
2056.611503	2056.611503
2048.193442	2048.193442
2044.018958	2044.018958
2057.055096	2057.055096
2072.696739	2072.696739
2087.070574	2087.070574
2102.295378	2102.295378
2116.22824	2116.22824
2126.373551	2126.373551
2120.442576	2120.442576
2112.257897	2112.257897
2111.912345	2111.912345
2115.104964	2115.104964
2141.900046	2141.900046
2166.692277	2166.692277
2192.505158	2192.505158
2194.8603	2194.8603
2183.619286	2183.619286
2172.83454	2172.83454
2179.677122	2179.677122
2196.647218	2196.647218
2215.710271	2215.710271
2237.099497	2237.099497
2254.435697	2254.435697
2269.669988	2269.669988
2280.748379	2280.748379
2286.721281	2286.721281
2296.828495	2296.828495
2312.149601	2312.149601
2326.510094	2326.510094
2338.845708	2338.845708
2353.246661	2353.246661
2377.267811	2377.267811
2406.305129	2406.305129
2433.65683	2433.65683
2450.334423	2450.334423
2458.73367	2458.73367
2469.59344	2469.59344
2485.946602	2485.946602
2504.505504	2504.505504
2514.263424	2514.263424
2519.647991	2519.647991
2534.121043	2519.424362
2559.562843	2504.926956
2582.574071	2490.907861
2616.589852	2477.563683
2658.275094	2464.532396
2703.457603	2451.392115
2751.985516	2438.179875
2805.110378	2425.010704
2862.808819	2411.883222
2921.953413	2398.743711
2976.138163	2385.545131
3028.473984	2372.361331
3090.553436	2359.361136
3160.048525	2346.498006
3228.971723	2333.436042
3291.880782	2320.124959
3346.277427	2306.790938
3401.654676	2293.676575
3457.794919	2280.88594
3513.245576	2268.170933
3568.198618	2255.503643
3623.943586	2242.932965
3678.270768	2230.445332
3724.867504	2218.014297
3765.835734	2205.705216
3807.757095	2193.715563
3847.902582	2182.023983
3891.413191	2170.440152
3930.341641	2159.022046
3965.10261	2147.627755
3996.681763	2136.444398
4022.98891	2125.523136
4045.100339	2114.839932
4064.306126	2104.455881
4082.397019	2094.358865
4097.212194	2084.512186
4103.118073	2074.85748
4085.059826	2065.726983
4069.290063	2057.324544
4053.786717	2049.145341
4038.678656	2041.174728
4023.949691	2033.405945
4009.58641	2025.831755
3995.577345	2018.445943
3981.910453	2011.242056
3968.574543	2004.214069
3955.55866	1997.356101
3942.852863	1990.662796
3930.447371	1984.128907
3918.332839	1977.749416
3906.500319	1971.519523
3894.941236	1965.434628
3883.647389	1959.490334
3872.608644	1953.681283
3861.819207	1948.00429
3851.272357	1942.455758
3840.961124	1937.031964
3830.878593	1931.729214
3821.018589	1926.544195
3811.383394	1921.477869
3802.005453	1916.546487
3792.832973	1911.724234
3783.85258	1907.003674
3775.063036	1902.383929
3766.460331	1897.862875
3758.039586	1893.437918
3749.795646	1889.106325
3741.723505	1884.865434
3733.819469	1880.71325
3726.07967	1876.64771
3718.499989	1872.666626
3711.079741	1868.769537
3703.813513	1864.953648
3696.695792	1861.216061
3689.723146	1857.554923
3682.892298	1853.968488
3676.199937	1850.454994
3669.642603	1847.012612
3663.217423	1843.639802
3656.921377	1840.334964
3650.751767	1837.096659
3644.705523	1833.923267
3638.779907	1830.81333
3632.972479	1827.765547
3627.280421	1824.778432
3621.701012	1821.850545
3563.62304	1818.980709
3480.001454	1816.167672
3402.305936	1814.87607
3343.936455	1814.59238
3300.269444	1814.32407
3260.187391	1813.624288
3226.734306	1812.595382
3196.983662	1811.549738
3163.743667	1810.431166
3130.074986	1809.285887
3097.332308	1808.310506
3067.253631	1807.443607
3037.02381	1806.63094
3009.287482	1805.820269
2984.392505	1805.080201
2960.88732	1804.347817
2943.658369	1803.599101
2928.588102	1802.868956
2904.638418	1802.027322
2875.627283	1801.160827
2849.126271	1800.575604
2824.184464	1800.207094
2800.312777	1799.837542
2777.269036	1799.4707
2756.658888	1799.128632
2738.33511	1798.816809
2718.052771	1798.48976
2697.434005	1798.142804
2685.909395	1797.887263
2676.56596	1797.692362
2653.689944	1797.298162
2627.89699	1796.853474
2600.673643	1796.800001
2575.490764	1796.90597
2554.50489	1797.09177
2534.520425	1797.27111
2515.75576	1797.37961
2496.922136	1797.494409
2476.010187	1797.618022
2455.38147	1797.778635
2437.654782	1798.0317
2423.256932	1798.320129
2413.030848	1798.566021
2405.793663	1798.749901
2396.628557	1798.846761
2390.334104	1798.880641
2387.869777	1798.98045
2388.90742	1799.031316
2395.495634	1798.987723
2404.766211	1798.854688
2419.609286	1798.575713
2440.90923	1798.213584
2466.215096	1797.696114
2493.762375	1796.982716
2524.526946	1796.129179
2559.076573	1795.183271
2595.831626	1794.117509
2637.382944	1792.907639
2678.660098	1791.589696
2716.744811	1790.096527
2752.391751	1788.548451
2787.975637	1787.038257
2824.02118	1785.553837
2858.981705	1784.030552
2894.053232	1782.449979
2924.812783	1780.854927
2953.870307	1779.220758
2993.37514	1777.661395
3030.261672	1776.121959
3064.629715	1774.271383
3097.102608	1772.417902
3129.433515	1770.611043
3158.68654	1768.828177
3186.800804	1767.020094
3217.626978	1765.262942
3244.038809	1763.51986
3271.35506	1761.681317
3305.710933	1759.926801
3337.990204	1758.14423
3370.463581	1756.145583
3403.659889	1754.153623
3440.965022	1752.138745
3476.240093	1750.070324
3482.143848	1747.861977
3477.782385	1745.665968
3475.092557	1744.250729
3473.150263	1743.222314
3471.168193	1742.180752
3469.148916	1741.120907
3467.173686	1740.08329
3465.250744	1739.07266
3463.378452	1738.088262
3461.548755	1737.126053
3459.759703	1736.184986
3458.011089	1735.26493
3456.302844	1734.365841
3454.634104	1733.48728
3453.00423	1732.628911
3451.412616	1731.790419
3449.858671	1730.971496
3448.341632	1730.171746
3446.861113	1729.390965
3445.416733	1728.62895
3444.007753	1727.885326
3442.633638	1727.159808
3441.293677	1726.452032
3439.987716	1725.761907
3438.714877	1725.088988
3437.474648	1724.433004
3436.268222	1723.794538
3435.09466	1723.173127
3433.952231	1722.567896
3432.840433	1721.978571
3431.758711	1721.404866
3430.706839	1720.846656
3429.684541	1720.303798
3428.691194	1719.775974
3427.726174	1719.26286
3426.789268	1718.764339
3425.880062	1718.280198
3423.845777	1717.232253
3420.561387	1715.548836
3417.311141	1713.872584
3414.23647	1712.284402
3411.22068	1710.727481
3408.235292	1709.186695
3405.288333	1707.665786
3402.384235	1706.167013
3399.523064	1704.690438
3396.701307	1703.234304
3393.918171	1701.798181
3391.173067	1700.381761
3388.465232	1698.984647
3385.79529	1697.607136
3383.161769	1696.248494
3380.563778	1694.908258
3378.000616	1693.586064
3375.471931	1692.281722
3372.977159	1690.994944
3370.515745	1689.725442
3368.08715	1688.472935
3365.691216	1687.237336
3363.32704	1686.018188
3360.994115	1684.815224
3358.691765	1683.628094
3356.420526	1682.457054
3354.184554	1681.304168
3351.978537	1680.166822
3349.801003	1679.044236
3347.649768	1677.935297
3345.522656	1676.838878
3343.41935	1675.754785
3341.33951	1674.68284
3339.282629	1673.622785
3337.248584	1672.574549
3335.237063	1671.537973
3333.247573	1670.512805
3331.28018	1669.499071
3329.334406	1668.496531
3327.409964	1667.505032
3325.506383	1666.524336
3323.623573	1665.554388
3321.761253	1664.595046
3319.918969	1663.646078
3318.10185	1662.710022
3316.306159	1661.785064
3314.529724	1660.87009
3312.772615	1659.965115
3311.034622	1659.07003
3309.315508	1658.184713
3307.615011	1657.309029
3305.932722	1656.442767
3304.26876	1655.58598
3302.622707	1654.738462
3300.994505	1653.900175
3299.383759	1653.070922
3297.790252	1652.250585
3296.213766	1651.439054
3294.654088	1650.636218
3293.111008	1649.841967
3291.584319	1649.056195
3290.073817	1648.278795
3288.579354	1647.509691
3287.100571	1646.748701
3285.637382	1645.995776
3284.189608	1645.250823
3282.757048	1644.513739
3281.339515	1643.784427
3279.936831	1643.062795
3278.548812	1642.348746
3277.175115	1641.642108
3275.815733	1640.94287
3274.470491	1640.250945
3273.139218	1639.566243
3271.821768	1638.888689
3270.519552	1638.218979
3269.230937	1637.556314
3267.95546	1636.900447
3266.693077	1636.251351
3265.443677	1635.608968
3264.206365	1634.97285
3262.980224	1634.342533
3261.766354	1633.718554
3260.565047	1633.101065
3259.376025	1632.489928
3258.199099	1631.885046
3257.034138	1631.28635
3255.881008	1630.693771
3254.73941	1630.107157
3253.609372	1629.526518
3250.381095	1627.895198
3246.438865	1625.888167
3242.752125	1624.001742
3239.203045	1622.186133
3235.679101	1620.38464
3232.176131	1618.59418
3228.695738	1616.815428
3225.239242	1615.048986
3221.805181	1613.294137
3218.394353	1611.551261
3215.005442	1609.819708
3211.637893	1608.099188
3208.291308	1606.389495
3204.965629	1604.690592
3201.660581	1603.002342
3198.375893	1601.324604
3195.111305	1599.657244
3191.866559	1598.000129
3188.641249	1596.35305
3185.435283	1594.715957
3182.248413	1593.088724
3179.080397	1591.471225
3175.93115	1589.863414
3172.80028	1588.265094
3169.687559	1586.676144
3166.592759	1585.096447
3163.515479	1583.525798
3160.456092	1581.964377
3157.416425	1580.413088
3154.393808	1578.870624
3151.387815	1577.336746
3148.398414	1575.811434
3145.425458	1574.294611
3142.468734	1572.786169
3139.528036	1571.286002
3136.60317	1569.794008
3133.693943	1568.310089
3130.800164	1566.834146
3127.921647	1565.366083
3125.058208	1563.905804
3122.209663	1562.453216
3119.375835	1561.008227
3116.556546	1559.570744
3113.751622	1558.140678
3110.960739	1556.717864
3108.183885	1555.302292
3105.42089	1553.893876
3102.67006	1552.491772
3099.932225	1551.096378
3097.208936	1549.708465
3094.499308	1548.327606
3091.802676	1546.953462
3089.11892	1545.585969
3086.448112	1544.225156
3083.789928	1542.870866
3081.14422	1541.523017
3078.510842	1540.181535
3075.889822	1538.846431
3073.280844	1537.517548
3070.68377	1536.194813
3068.098465	1534.878155
3065.524793	1533.567503
3062.962792	1532.262876
3060.412153	1530.964119
3057.872749	1529.671164
3055.344453	1528.383946
3052.827139	1527.102398
3050.31973	1525.825987
3047.822121	1524.554646
3045.335192	1523.288811
3042.858871	1522.028452
3040.392972	1520.773476
3037.937536	1519.5239
3035.492276	1518.279583
3033.057082	1517.040464
3030.631843	1515.806486
3028.216589	1514.577663
3025.811063	1513.353867
3023.415161	1512.135041
3021.028773	1510.921129
3018.651655	1509.712007
3016.28368	1508.507608
3013.924913	1507.307963
3011.575252	1506.113021
3009.234596	1504.92273
3006.902679	1503.736956
3004.57974	1502.555814
3002.265344	1501.379091
2999.960427	1500.207243
2997.664597	1499.040085
2995.377174	1497.877276
2993.097908	1496.718683
2990.826896	1495.564353
2988.564355	1494.414393
2986.309746	1493.268539
2984.063126	1492.12681
2981.82457	1490.989245
2979.593826	1489.855718
2977.370811	1488.726185
2975.155443	1487.600603
2972.9478	1486.479011
2970.747637	1485.361286
2968.554874	1484.247385
2966.369729	1483.137416
2964.19182	1482.031191
2962.021075	1480.928668
2959.857417	1479.829808
2957.700771	1478.734572
2955.551062	1477.642922
2953.408351	1476.554886
2951.2742	1475.471237
2949.14731	1474.391345
2947.026798	1473.314761
2944.912805	1472.241545
2942.805318	1471.171691
2940.704268	1470.105165
2938.609583	1469.041929
2936.521328	1467.982015
2934.4393	1466.925323
2932.363568	1465.871885
2930.293933	1464.8216
2928.230333	1463.774437
2926.172705	1462.730361
2924.120986	1461.689341
2922.069227	1460.651345
2920.015242	1459.616227
2917.96693	1458.584
2915.924682	1457.554875
2913.888827	1456.529017
2911.858773	1455.506133
2909.8342	1454.486063
2907.815245	1453.468872
2905.801734	1452.454475
2903.79317	1451.442623
2901.789769	1450.433418
2899.791692	1449.426942
2897.798859	1448.423154
2895.811206	1447.422023
2893.82881	1446.423587
2891.851488	1445.427755
2889.879335	1444.434572
2887.912003	1443.443866
2885.949738	1442.455755
2883.99234	1441.470142
2882.03976	1440.487
2880.091949	1439.506305
2878.148858	1438.528031
2876.210439	1437.552153
2874.276788	1436.57872
2872.34771	1435.607635
2870.423289	1434.638937
2868.502166	1433.671948
2866.583175	1432.706069
2864.666431	1431.74134
2862.751923	1430.777757
2860.839484	1429.815237
2858.929092	1428.853766
2857.020539	1427.893242
2855.11397	1426.933734
2853.2094	1425.975251
2851.306797	1425.017777
2849.406276	1424.061368
2847.507671	1423.105944
2845.611088	1422.151555
2843.716377	1421.198128
2841.823518	1420.245651
2839.932617	1419.294177
2838.043523	1418.343631
2836.156229	1417.394008
2834.270702	1416.445293
2832.386924	1415.497474
2830.504873	1414.550542
2828.624392	1413.604417
2826.745603	1412.659158
2824.868487	1411.714758
2822.993024	1410.771207
2821.119323	1409.828558
2819.247236	1408.88674
2817.376747	1407.945741
2815.507837	1407.005553
2813.640616	1406.066231
2811.774937	1405.127702
2809.911315	1404.190219
2808.049771	1403.253793
2806.189704	1402.31813
2804.331064	1401.383201
2802.473872	1400.449016
2800.618117	1399.515569
2798.763782	1398.582852
2796.91085	1397.650855
2795.059305	1396.719572
2793.209131	1395.788994
2791.360315	1394.859113
2789.512839	1393.929921
2787.66696	1393.001547
2785.822388	1392.073848
2783.979109	1391.146815
2782.137109	1390.220439
2780.296375	1389.294715
2778.457032	1388.369705
2776.619054	1387.445397
2774.782295	1386.521718
2772.946743	1385.598661
2771.112384	1384.676217
2769.279205	1383.754382
2767.447193	1382.833147
2765.616335	1381.912507
2763.786618	1380.992455
2761.958029	1380.072984
2760.131276	1379.154443
2758.306178	1378.236747
2756.482288	1377.319675
2754.659417	1376.403131
2752.837594	1375.487127
2751.016815	1374.571663
2749.196928	1373.65666
2747.377923	1372.742114
2745.559929	1371.828087
2743.742932	1370.914575
2741.927344	1370.001784
2740.112722	1369.089498
2738.29906	1368.177708
2736.486345	1367.266407
2734.674569	1366.355592
2732.863575	1365.445184
2731.0535	1364.535249
2729.244198	1363.625717
2727.435652	1362.716576
2725.627996	1361.807895
2723.821074	1360.899596
2722.015159	1359.991814
2720.210101	1359.084478
2718.405893	1358.177583
2716.602707	1357.271214
2714.800823	1356.36551
2712.999772	1355.460241
2711.19949	1354.555372
2709.423706	1353.662759
2707.688623	1352.790728
2705.991242	1351.937914
2704.340097	1351.108494
2702.735032	1350.302444
2701.174524	1349.519005
2699.657326	1348.757543
2698.182864	1348.017757
2696.750458	1347.299306
2695.358979	1346.601618
2694.007905	1345.924424
2692.696283	1345.267243
2691.423325	1344.629674
2690.188254	1344.011321
2688.990164	1343.411724
2687.828457	1342.830578
2686.702268	1342.267444
2685.611006	1341.722021
2684.553963	1341.193949
2683.530441	1340.682876
2682.539758	1340.188452
2681.581242	1339.710337
2680.654105	1339.248132
2679.757684	1338.801498
2678.89149	1338.370186
2678.054898	1337.953878
2677.247292	1337.552263
2676.468071	1337.165035
2675.716643	1336.791892
2674.992424	1336.43254
2674.294718	1336.086624
2673.623093	1335.753922
2672.97378	1335.432568
2672.331869	1335.115188
2671.71357	1334.809658
2671.120327	1334.516799
2670.550845	1334.235981
2670.004436	1333.966852
2669.480486	1333.709099
2668.978667	1333.462552
2668.498496	1333.226968
2668.039771	1333.002242
2667.601482	1332.787869
2667.183454	1332.583749
2666.785109	1332.389596
2666.40614	1332.205248
2666.046112	1332.030488
2665.704731	1331.865165
2665.381595	1331.709075
2665.076151	1331.561941
2664.788145	1331.423628
2664.516911	1331.293804
2664.262193	1331.172333
2664.023612	1331.059025
2663.800795	1330.953689
2663.593378	1330.856141
2663.401147	1330.766271
2663.223602	1330.683829
2663.060257	1330.608566
2662.910921	1330.540381
2662.775257	1330.479107
2662.652942	1330.424578
2662.543653	1330.376632
2662.447094	1330.335116
2662.362938	1330.299866
2662.291027	1330.2708
2662.224816	1330.244686
2662.169413	1330.223994
2662.125552	1330.209118
2662.092752	1330.199827
2662.070664	1330.195943
2662.059023	1330.19733
2662.057567	1330.203855
2662.066034	1330.215386
2662.084169	1330.231793
2662.111721	1330.252948
2662.148317	1330.278663
2662.193845	1330.308878
2662.248066	1330.343473
2662.310621	1330.382268
2662.381412	1330.425209
2662.46034	1330.472248
2662.547056	1330.523209
2662.641348	1330.577984
2662.743005	1330.636464
2662.851961	1330.698616
2662.967869	1330.764267
2663.090533	1330.833315
2663.219899	1330.905731
2663.355362	1330.981213
2663.497154	1331.05987
2663.644942	1331.141541
2663.798408	1331.226062
2663.95739	1331.313349
2664.121847	1331.403381
2664.291878	1331.496208
2664.467041	1331.591611
2664.647175	1331.689505
2664.832267	1331.789881
2665.022012	1331.892589
2665.212985	1331.995935
2665.405002	1332.099802
2665.601227	1332.205749
2665.801734	1332.313835
2666.006227	1332.423912
2666.21454	1332.535896
2666.426546	1332.649721
2666.641983	1332.765257
2666.860853	1332.882501
2667.083029	1333.001391
2667.308539	1333.12194
2667.537105	1333.24401
2667.768608	1333.367538
2668.002799	1333.4924
2668.239699	1333.618603
2668.479195	1333.746091
2668.721177	1333.874809
2668.965537	1334.004703
2669.212172	1334.135719
2669.461136	1334.267884
2669.712326	1334.401148
2669.965483	1334.535382
2670.220356	1334.670456
2670.477148	1334.806469
2670.735332	1334.943162
2670.995121	1335.080634
2671.256424	1335.218842
2671.518997	1335.357665
2671.783216	1335.497288
2672.048834	1335.637593
2672.315629	1335.778466
2672.583525	1335.919867
2672.852009	1336.06154
2673.121295	1336.203584
2673.391465	1336.346043
2673.674386	1336.494775
2673.982873	1336.656188
2674.292918	1336.818527
2674.602105	1336.980428
2674.911449	1337.142372
2675.221243	1337.304511
2675.531235	1337.466721
2675.841507	1337.629043
2676.151849	1337.791372
2676.46221	1337.953681
2676.772537	1338.115941
2677.082624	1338.278052
2677.392578	1338.440062
2677.70238	1338.601965
2678.012137	1338.763811
2678.321771	1338.925566
2678.630756	1339.086966
2678.939535	1339.248227
2679.247747	1339.409174
2679.555668	1339.569941
2679.862934	1339.73035
2680.169823	1339.890536
2680.476133	1340.0504
2680.781679	1340.20985
2681.086736	1340.36902
2681.390956	1340.52774
2681.694464	1340.686068
2681.997223	1340.843988
2682.299203	1341.001484
2682.600524	1341.158617
2682.901	1341.315295
2683.200433	1341.471418
2683.498967	1341.627054
2683.796572	1341.782192
2684.093221	1341.936818
2684.388718	1342.090832
2684.710031	1342.257553
2685.042415	1342.429891
2685.373078	1342.601425
2685.701914	1342.772012
2686.029218	1342.941793
2686.355207	1343.110877
2686.67966	1343.279155
2687.002729	1343.446702
2687.324398	1343.613511
2687.644477	1343.779488
2687.9633	1343.944797
2688.280656	1344.109338
2688.59655	1344.273111
2688.91097	1344.436109
2689.223901	1344.598326
2689.535333	1344.759757
2689.845252	1344.920393
2690.1538	1345.080308
2690.46081	1345.239419
2690.766274	1345.39772
2691.070029	1345.55513
2691.372375	1345.711796
2691.673143	1345.86764
2691.97233	1346.022655
2692.269925	1346.176839
2692.565922	1346.330187
2692.860315	1346.482697
2693.152944	1346.634289
2693.443958	1346.785035
2693.7332	1346.934859
2694.020986	1347.083917
2694.306968	1347.23204
2694.591318	1347.379308
2694.874028	1347.525721
2695.155263	1347.671362
2695.434698	1347.816069
2695.703491	1347.955471
2695.968722	1348.093006
2696.232515	1348.229771
2696.495024	1348.36586
2696.755932	1348.501117
2697.015237	1348.63554
2697.272794	1348.769054
2697.528755	1348.901735
2697.782798	1349.033423
2698.035397	1349.164352
2698.286226	1349.294365
2698.535459	1349.423544
2698.783094	1349.551892
2699.02913	1349.679407
2699.273568	1349.806091
2699.516409	1349.931944
2699.757653	1350.056966
2699.60161	1349.983286
2699.384853	1349.87643
2699.195494	1349.782692
2699.01926	1349.695676
2698.850163	1349.612325
2698.688623	1349.532804
2698.53458	1349.457085
2698.387862	1349.38508
2698.248271	1349.316689
2698.115629	1349.25182
2697.989584	1349.190297
2697.869997	1349.132046
2697.756853	1349.077057
2697.649985	1349.025249
2697.549265	1348.976555
2697.454652	1348.930956
2697.365694	1348.888223
2697.282394	1348.848354
2697.204751	1348.81135
2697.123998	1348.772875
2697.045765	1348.735648
2696.972614	1348.700974
2696.904667	1348.668928
2696.841625	1348.639366
2696.783201	1348.612142
2696.729427	1348.58727
2696.680178	1348.564686
2696.635524	1348.544426
2696.595149	1348.526333
2696.55894	1348.510346
2696.526782	1348.496408
2696.498565	1348.484463
2696.47437	1348.474549
2696.453896	1348.466518
2696.43704	1348.460315
2696.4237	1348.455888
2696.413616	1348.453106
2696.406854	1348.452
2696.403318	1348.452521
